56015,56019,56021,56025,56029,56031,56033,56035,56043,56017,56027,56037
3,0,-1,0,0,-1,0,0,0,0,-1,0
0,3,0,-1,0,0,-1,0,-1,0,0,0
-1,0,2,0,0,-1,0,0,0,0,0,0
0,-1,0,2,0,0,0,0,-1,0,0,0
0,0,0,0,2,0,0,0,-1,-1,0,0
-1,0,-1,0,0,3,0,0,0,0,-1,0
0,-1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,-1
0,-1,0,-1,-1,0,0,0,4,-1,0,0
0,0,0,0,-1,0,0,0,-1,2,0,0
-1,0,0,0,0,-1,0,0,0,0,2,0
0,0,0,0,0,0,0,-1,0,0,0,1
