56007,56009,56011,56021,56031,56033,56001,56005
2,-1,0,0,0,0,-1,0
-1,4,0,0,-1,0,-1,-1
0,0,1,0,0,0,0,-1
0,0,0,2,-1,0,-1,0
0,-1,0,-1,3,0,-1,0
0,0,0,0,0,1,0,-1
-1,-1,0,-1,-1,0,4,0
0,-1,-1,0,0,-1,0,3
